day_of_week,time,route,bus_stop,predicted_bus_load,wait_time_min
Wednesday,17:00,Campus Loop South,Mason Hall (WB),0.072,15.0
Wednesday,17:00,Campus Loop South,St. John Arena (WB),0.187,15.0
Wednesday,17:00,Campus Loop South,Midwest Campus (WB),0.203,15.0
Wednesday,17:00,Campus Loop South,Fred Taylor & Schottenstein Dr (NB),0.192,15.0
Wednesday,17:00,Buckeye Express,Buckeye Lot (SB),0.117,7.0
Wednesday,17:00,Buckeye Express,Midwest Campus (EB),0.248,7.0
Wednesday,17:00,Buckeye Express,St. John Arena (EB),0.144,7.0
Wednesday,17:00,Buckeye Express,Knowlton Hall (EB),0.126,7.0
Wednesday,17:00,Buckeye Express,Fontana Lab (EB),0.16,7.0
Wednesday,17:00,Buckeye Express,High St & 15th Ave (SB),0.191,7.0
Wednesday,17:00,Buckeye Express,Ohio Union (NB),0.241,7.0
Wednesday,17:00,Buckeye Express,Arps Hall (NB),0.235,7.0
Wednesday,17:00,Buckeye Express,Blackburn House (WB),0.195,7.0
Wednesday,17:00,Buckeye Express,Mason Hall (WB),0.25,7.0
Wednesday,17:00,Buckeye Express,St. John Arena (WB),0.196,7.0
Wednesday,17:00,Buckeye Express,Midwest Campus (WB),0.242,7.0
Wednesday,17:00,Buckeye Express,Fred Taylor & Schottenstein Dr (NB),0.1,7.0
Wednesday,17:00,East Residential,High St & 15th Ave (SB),0.048,15.0
Wednesday,17:00,East Residential,11th & High (EB),0.191,15.0
Wednesday,17:00,East Residential,Indianola Ave (EB),0.063,15.0
Wednesday,17:00,East Residential,Chittenden Ave (NB),0.13,15.0
Wednesday,17:00,East Residential,15th Ave (NB),0.144,15.0
Wednesday,17:00,East Residential,18th Ave (NB),0.122,15.0
Wednesday,17:00,East Residential,Alden Ave (NB),0.125,15.0
Wednesday,17:00,East Residential,Maynard Ave (NB),0.237,15.0
Wednesday,17:00,East Residential,Tompkins St (SB),0.002,15.0
Wednesday,17:00,East Residential,Maynard Ave (SB),0.207,15.0
Wednesday,17:00,East Residential,Alden Ave (SB),0.292,15.0
Wednesday,17:00,East Residential,Lane Ave (SB),0.155,15.0
Wednesday,17:00,East Residential,18th Ave (SB),0.151,15.0
Wednesday,17:00,East Residential,15th Ave (SB),0.195,15.0
Wednesday,17:00,East Residential,Chittenden Ave (SB),0.26,15.0
Wednesday,17:00,East Residential,Indianola Ave (WB),0.077,15.0
Wednesday,17:00,East Residential,11th & High (WB),0.152,15.0
Wednesday,17:00,East Residential,Ohio Union (NB),0.133,15.0
Wednesday,17:00,East Residential,Arps Hall (NB),0.176,15.0
Wednesday,17:00,Med Center,Carmack 2 (SB),0.167,5.0
Wednesday,17:00,Med Center,Carmack 3 (NB),0.203,5.0
Wednesday,17:00,Med Center,Carmack 5 (NB),0.14,5.0
Wednesday,17:00,Med Center,Carmack 5 (SB),0.166,5.0
Wednesday,17:00,Med Center,Herrick Drive Transit Hub (NB),0.117,5.0
Wednesday,17:00,Northwest Connector,Stores & Receiving (SB),0.084,30.0
Wednesday,17:00,Northwest Connector,Service Annex (WB),0.118,30.0
Wednesday,17:00,Northwest Connector,Mount Hall (EB),0.121,30.0
Wednesday,17:00,Northwest Connector,Blankenship Hall (EB),0.061,30.0
Wednesday,17:00,Northwest Connector,Midwest Campus (EB),0.226,30.0
Wednesday,17:00,Northwest Connector,Mid Towers (SB),0.124,30.0
Wednesday,17:00,Northwest Connector,Herrick Drive Transit Hub (NB),0.048,30.0
Wednesday,17:00,Northwest Connector,Mid Towers (NB),0.195,30.0
Wednesday,17:00,Northwest Connector,Midwest Campus (WB),0.082,30.0
Wednesday,17:00,Northwest Connector,Fisher Commons (NB),0.154,30.0
Wednesday,18:00,Campus Connector,Mount Hall (WB),0.202,15.0
Wednesday,18:00,Campus Connector,Carmack 5 (NB),0.221,15.0
Wednesday,18:00,Campus Connector,Carmack 5 (SB),0.219,15.0
Wednesday,18:00,Campus Connector,Research Center (SB),0.176,15.0
Wednesday,18:00,Campus Connector,Kinnear Rd Lot (EB),0.216,15.0
Wednesday,18:00,Campus Connector,Blankenship Hall (EB),0.337,15.0
Wednesday,18:00,Campus Connector,Midwest Campus (EB),0.083,15.0
Wednesday,18:00,Campus Connector,St. John Arena (EB),0.222,15.0
Wednesday,18:00,Campus Connector,Fontana Lab (EB),0.245,15.0
Wednesday,18:00,Campus Connector,Stillman Hall (SB),0.157,15.0
Wednesday,18:00,Campus Connector,Ohio Union (SB),0.138,15.0
Wednesday,18:00,Campus Connector,Siebert Hall (WB),0.349,15.0
Wednesday,18:00,Campus Connector,Mack Hall (NB),0.197,15.0
Wednesday,18:00,Campus Connector,Herrick Drive Transit Hub (NB),0.343,15.0
Wednesday,18:00,Campus Connector,11th & Worthington (EB),0.249,15.0
Wednesday,18:00,Campus Connector,Ohio Union (NB),0.22,15.0
Wednesday,18:00,Campus Connector,Arps Hall (NB),0.242,15.0
Wednesday,18:00,Campus Connector,Blackburn House (WB),0.249,15.0
Wednesday,18:00,Campus Connector,Mason Hall (WB),0.279,15.0
Wednesday,18:00,Campus Connector,St. John Arena (WB),0.232,15.0
Wednesday,18:00,Campus Connector,Midwest Campus (WB),0.212,15.0
Wednesday,18:00,Campus Loop South,Buckeye Lot (SB),0.174,30.0
Wednesday,18:00,Campus Loop South,Midwest Campus (EB),0.249,30.0
Wednesday,18:00,Campus Loop South,Mid Towers (SB),0.22,30.0
Wednesday,18:00,Campus Loop South,Herrick Drive Transit Hub (NB),0.113,30.0
Wednesday,18:00,Campus Loop South,11th & Worthington (EB),0.137,30.0
Wednesday,18:00,Campus Loop South,Ohio Union (NB),0.196,30.0
Wednesday,18:00,Campus Loop South,Arps Hall (NB),0.139,30.0
Wednesday,18:00,Campus Loop South,Blackburn House (WB),0.152,30.0
Wednesday,18:00,Campus Loop South,Mason Hall (WB),0.116,30.0
Wednesday,18:00,Campus Loop South,St. John Arena (WB),0.155,30.0
Wednesday,18:00,Campus Loop South,Midwest Campus (WB),0.193,30.0
Wednesday,18:00,Campus Loop South,Fred Taylor & Schottenstein Dr (NB),0.224,30.0
Wednesday,18:00,Buckeye Express,Buckeye Lot (SB),0.185,15.0
Wednesday,18:00,Buckeye Express,Midwest Campus (EB),0.312,15.0
Wednesday,18:00,Buckeye Express,St. John Arena (EB),0.187,15.0
Wednesday,18:00,Buckeye Express,Knowlton Hall (EB),0.386,15.0
Wednesday,18:00,Buckeye Express,Fontana Lab (EB),0.256,15.0
Wednesday,18:00,Buckeye Express,High St & 15th Ave (SB),0.227,15.0
Wednesday,18:00,Buckeye Express,Ohio Union (NB),0.168,15.0
Wednesday,18:00,Buckeye Express,Arps Hall (NB),0.028,15.0
Wednesday,18:00,Buckeye Express,Blackburn House (WB),0.187,15.0
Wednesday,18:00,Buckeye Express,Mason Hall (WB),0.205,15.0
Wednesday,18:00,Buckeye Express,St. John Arena (WB),0.307,15.0
Wednesday,18:00,Buckeye Express,Midwest Campus (WB),0.105,15.0
Wednesday,18:00,Buckeye Express,Fred Taylor & Schottenstein Dr (NB),0.298,15.0
Wednesday,18:00,East Residential,High St & 15th Ave (SB),0.127,15.0
Wednesday,18:00,East Residential,11th & High (EB),0.188,15.0
Wednesday,18:00,East Residential,Indianola Ave (EB),0.0,15.0
Wednesday,18:00,East Residential,Chittenden Ave (NB),0.157,15.0
Wednesday,18:00,East Residential,15th Ave (NB),0.129,15.0
Wednesday,18:00,East Residential,18th Ave (NB),0.192,15.0
Wednesday,18:00,East Residential,Alden Ave (NB),0.158,15.0
Wednesday,18:00,East Residential,Maynard Ave (NB),0.085,15.0
Wednesday,18:00,East Residential,Tompkins St (SB),0.211,15.0
Wednesday,18:00,East Residential,Maynard Ave (SB),0.196,15.0
Wednesday,18:00,East Residential,Alden Ave (SB),0.19,15.0
Wednesday,18:00,East Residential,Lane Ave (SB),0.214,15.0
Wednesday,18:00,East Residential,18th Ave (SB),0.219,15.0
Wednesday,18:00,East Residential,15th Ave (SB),0.15,15.0
Wednesday,18:00,East Residential,Chittenden Ave (SB),0.068,15.0
Wednesday,18:00,East Residential,Indianola Ave (WB),0.065,15.0
Wednesday,18:00,East Residential,11th & High (WB),0.227,15.0
Wednesday,18:00,East Residential,Ohio Union (NB),0.187,15.0
Wednesday,18:00,East Residential,Arps Hall (NB),0.148,15.0
Wednesday,18:00,Med Center,Carmack 2 (SB),0.131,5.0
Wednesday,18:00,Med Center,Carmack 3 (NB),0.165,5.0
Wednesday,18:00,Med Center,Carmack 5 (NB),0.166,5.0
Wednesday,18:00,Med Center,Carmack 5 (SB),0.143,5.0
Wednesday,18:00,Med Center,Herrick Drive Transit Hub (NB),0.116,5.0
Wednesday,18:00,Northwest Connector,Stores & Receiving (SB),0.253,30.0
Wednesday,18:00,Northwest Connector,Service Annex (WB),0.14,30.0
Wednesday,18:00,Northwest Connector,Mount Hall (EB),0.093,30.0
Wednesday,18:00,Northwest Connector,Blankenship Hall (EB),0.053,30.0
Wednesday,18:00,Northwest Connector,Midwest Campus (EB),0.088,30.0
Wednesday,18:00,Northwest Connector,Mid Towers (SB),0.175,30.0
Wednesday,18:00,Northwest Connector,Herrick Drive Transit Hub (NB),0.176,30.0
Wednesday,18:00,Northwest Connector,Mid Towers (NB),0.116,30.0
Wednesday,18:00,Northwest Connector,Midwest Campus (WB),0.13,30.0
Wednesday,18:00,Northwest Connector,Fisher Commons (NB),0.105,30.0
Wednesday,19:00,Campus Connector,Mount Hall (WB),0.136,15.0
Wednesday,19:00,Campus Connector,Carmack 5 (NB),0.284,15.0
Wednesday,19:00,Campus Connector,Carmack 5 (SB),0.231,15.0
Wednesday,19:00,Campus Connector,Research Center (SB),0.359,15.0
Wednesday,19:00,Campus Connector,Kinnear Rd Lot (EB),0.168,15.0
Wednesday,19:00,Campus Connector,Blankenship Hall (EB),0.207,15.0
Wednesday,19:00,Campus Connector,Midwest Campus (EB),0.27,15.0
Wednesday,19:00,Campus Connector,St. John Arena (EB),0.203,15.0
Wednesday,19:00,Campus Connector,Fontana Lab (EB),0.136,15.0
Wednesday,19:00,Campus Connector,Stillman Hall (SB),0.163,15.0
Wednesday,19:00,Campus Connector,Ohio Union (SB),0.226,15.0
Wednesday,19:00,Campus Connector,Siebert Hall (WB),0.24,15.0
Wednesday,19:00,Campus Connector,Mack Hall (NB),0.214,15.0
Wednesday,19:00,Campus Connector,Herrick Drive Transit Hub (NB),0.278,15.0
Wednesday,19:00,Campus Connector,11th & Worthington (EB),0.276,15.0
Wednesday,19:00,Campus Connector,Ohio Union (NB),0.234,15.0
Wednesday,19:00,Campus Connector,Arps Hall (NB),0.215,15.0
Wednesday,19:00,Campus Connector,Blackburn House (WB),0.196,15.0
Wednesday,19:00,Campus Connector,Mason Hall (WB),0.241,15.0
Wednesday,19:00,Campus Connector,St. John Arena (WB),0.261,15.0
Wednesday,19:00,Campus Connector,Midwest Campus (WB),0.206,15.0
Wednesday,19:00,Campus Loop South,Buckeye Lot (SB),0.191,30.0
Wednesday,19:00,Campus Loop South,Midwest Campus (EB),0.148,30.0
Wednesday,19:00,Campus Loop South,Mid Towers (SB),0.086,30.0
Wednesday,19:00,Campus Loop South,Herrick Drive Transit Hub (NB),0.113,30.0
Wednesday,19:00,Campus Loop South,11th & Worthington (EB),0.221,30.0
Wednesday,19:00,Campus Loop South,Ohio Union (NB),0.203,30.0
Wednesday,19:00,Campus Loop South,Arps Hall (NB),0.271,30.0
Wednesday,19:00,Campus Loop South,Blackburn House (WB),0.178,30.0
Wednesday,19:00,Campus Loop South,Mason Hall (WB),0.225,30.0
Wednesday,19:00,Campus Loop South,St. John Arena (WB),0.25,30.0
Wednesday,19:00,Campus Loop South,Midwest Campus (WB),0.227,30.0
Wednesday,19:00,Campus Loop South,Fred Taylor & Schottenstein Dr (NB),0.127,30.0
Wednesday,19:00,Buckeye Express,Buckeye Lot (SB),0.173,15.0
Wednesday,19:00,Buckeye Express,Midwest Campus (EB),0.196,15.0
Wednesday,19:00,Buckeye Express,St. John Arena (EB),0.132,15.0
Wednesday,19:00,Buckeye Express,Knowlton Hall (EB),0.223,15.0
Wednesday,19:00,Buckeye Express,Fontana Lab (EB),0.258,15.0
Wednesday,19:00,Buckeye Express,High St & 15th Ave (SB),0.169,15.0
Wednesday,19:00,Buckeye Express,Ohio Union (NB),0.316,15.0
Wednesday,19:00,Buckeye Express,Arps Hall (NB),0.18,15.0
Wednesday,19:00,Buckeye Express,Blackburn House (WB),0.184,15.0
Wednesday,19:00,Buckeye Express,Mason Hall (WB),0.18,15.0
Wednesday,19:00,Buckeye Express,St. John Arena (WB),0.149,15.0
Wednesday,19:00,Buckeye Express,Midwest Campus (WB),0.213,15.0
Wednesday,19:00,Buckeye Express,Fred Taylor & Schottenstein Dr (NB),0.185,15.0
Wednesday,19:00,East Residential,High St & 15th Ave (SB),0.242,15.0
Wednesday,19:00,East Residential,11th & High (EB),0.181,15.0
Wednesday,19:00,East Residential,Indianola Ave (EB),0.179,15.0
Wednesday,19:00,East Residential,Chittenden Ave (NB),0.135,15.0
Wednesday,19:00,East Residential,15th Ave (NB),0.065,15.0
Wednesday,19:00,East Residential,18th Ave (NB),0.146,15.0
Wednesday,19:00,East Residential,Alden Ave (NB),0.101,15.0
Wednesday,19:00,East Residential,Maynard Ave (NB),0.21,15.0
Wednesday,19:00,East Residential,Tompkins St (SB),0.152,15.0
Wednesday,19:00,East Residential,Maynard Ave (SB),0.254,15.0
Wednesday,19:00,East Residential,Alden Ave (SB),0.198,15.0
Wednesday,19:00,East Residential,Lane Ave (SB),0.203,15.0
Wednesday,19:00,East Residential,18th Ave (SB),0.166,15.0
Wednesday,19:00,East Residential,15th Ave (SB),0.164,15.0
Wednesday,19:00,East Residential,Chittenden Ave (SB),0.189,15.0
Wednesday,19:00,East Residential,Indianola Ave (WB),0.204,15.0
Wednesday,19:00,East Residential,11th & High (WB),0.104,15.0
Wednesday,19:00,East Residential,Ohio Union (NB),0.174,15.0
Wednesday,19:00,East Residential,Arps Hall (NB),0.299,15.0
Wednesday,19:00,Med Center,Carmack 2 (SB),0.152,5.0
Wednesday,19:00,Med Center,Carmack 3 (NB),0.148,5.0
Wednesday,19:00,Med Center,Carmack 5 (NB),0.123,5.0
Wednesday,19:00,Med Center,Carmack 5 (SB),0.076,5.0
Wednesday,19:00,Med Center,Herrick Drive Transit Hub (NB),0.229,5.0
Wednesday,19:00,Northwest Connector,Stores & Receiving (SB),0.127,30.0
Wednesday,19:00,Northwest Connector,Service Annex (WB),0.144,30.0
Wednesday,19:00,Northwest Connector,Mount Hall (EB),0.24,30.0
Wednesday,19:00,Northwest Connector,Blankenship Hall (EB),0.281,30.0
Wednesday,19:00,Northwest Connector,Midwest Campus (EB),0.079,30.0
Wednesday,19:00,Northwest Connector,Mid Towers (SB),0.195,30.0
Wednesday,19:00,Northwest Connector,Herrick Drive Transit Hub (NB),0.168,30.0
Wednesday,19:00,Northwest Connector,Mid Towers (NB),0.153,30.0
Wednesday,19:00,Northwest Connector,Midwest Campus (WB),0.155,30.0
Wednesday,19:00,Northwest Connector,Fisher Commons (NB),0.122,30.0
Wednesday,20:00,Campus Connector,Mount Hall (WB),0.197,15.0
Wednesday,20:00,Campus Connector,Carmack 5 (NB),0.14,15.0
Wednesday,20:00,Campus Connector,Carmack 5 (SB),0.125,15.0
Wednesday,20:00,Campus Connector,Research Center (SB),0.18,15.0
Wednesday,20:00,Campus Connector,Kinnear Rd Lot (EB),0.16,15.0
Wednesday,20:00,Campus Connector,Blankenship Hall (EB),0.135,15.0
Wednesday,20:00,Campus Connector,Midwest Campus (EB),0.128,15.0
Wednesday,20:00,Campus Connector,St. John Arena (EB),0.215,15.0
Wednesday,20:00,Campus Connector,Fontana Lab (EB),0.14,15.0
Wednesday,20:00,Campus Connector,Stillman Hall (SB),0.105,15.0
Wednesday,20:00,Campus Connector,Ohio Union (SB),0.059,15.0
Wednesday,20:00,Campus Connector,Siebert Hall (WB),0.089,15.0
Wednesday,20:00,Campus Connector,Mack Hall (NB),0.047,15.0
Wednesday,20:00,Campus Connector,Herrick Drive Transit Hub (NB),0.116,15.0
Wednesday,20:00,Campus Connector,11th & Worthington (EB),0.124,15.0
Wednesday,20:00,Campus Connector,Ohio Union (NB),0.0,15.0
Wednesday,20:00,Campus Connector,Arps Hall (NB),0.108,15.0
Wednesday,20:00,Campus Connector,Blackburn House (WB),0.145,15.0
Wednesday,20:00,Campus Connector,Mason Hall (WB),0.114,15.0
Wednesday,20:00,Campus Connector,St. John Arena (WB),0.046,15.0
Wednesday,20:00,Campus Connector,Midwest Campus (WB),0.178,15.0
Wednesday,20:00,Campus Loop South,Buckeye Lot (SB),0.04,30.0
Wednesday,20:00,Campus Loop South,Midwest Campus (EB),0.01,30.0
Wednesday,20:00,Campus Loop South,Mid Towers (SB),0.021,30.0
Wednesday,20:00,Campus Loop South,Herrick Drive Transit Hub (NB),0.086,30.0
Wednesday,20:00,Campus Loop South,11th & Worthington (EB),0.147,30.0
Wednesday,20:00,Campus Loop South,Ohio Union (NB),0.158,30.0
Wednesday,20:00,Campus Loop South,Arps Hall (NB),0.101,30.0
Wednesday,20:00,Campus Loop South,Blackburn House (WB),0.016,30.0
Wednesday,20:00,Campus Loop South,Mason Hall (WB),0.047,30.0
Wednesday,20:00,Campus Loop South,St. John Arena (WB),0.032,30.0
Wednesday,20:00,Campus Loop South,Midwest Campus (WB),0.073,30.0
Wednesday,20:00,Campus Loop South,Fred Taylor & Schottenstein Dr (NB),0.0,30.0
Wednesday,20:00,Buckeye Express,Buckeye Lot (SB),0.099,15.0
Wednesday,20:00,Buckeye Express,Midwest Campus (EB),0.133,15.0
Wednesday,20:00,Buckeye Express,St. John Arena (EB),0.087,15.0
Wednesday,20:00,Buckeye Express,Knowlton Hall (EB),0.125,15.0
Wednesday,20:00,Buckeye Express,Fontana Lab (EB),0.042,15.0
Wednesday,20:00,Buckeye Express,High St & 15th Ave (SB),0.012,15.0
Wednesday,20:00,Buckeye Express,Ohio Union (NB),0.061,15.0
Wednesday,20:00,Buckeye Express,Arps Hall (NB),0.168,15.0
Wednesday,20:00,Buckeye Express,Blackburn House (WB),0.16,15.0
Wednesday,20:00,Buckeye Express,Mason Hall (WB),0.07,15.0
Wednesday,20:00,Buckeye Express,St. John Arena (WB),0.168,15.0
Wednesday,20:00,Buckeye Express,Midwest Campus (WB),0.074,15.0
Wednesday,20:00,Buckeye Express,Fred Taylor & Schottenstein Dr (NB),0.183,15.0
Wednesday,20:00,East Residential,High St & 15th Ave (SB),0.1,15.0
Wednesday,20:00,East Residential,11th & High (EB),0.045,15.0
Wednesday,20:00,East Residential,Indianola Ave (EB),0.121,15.0
Wednesday,20:00,East Residential,Chittenden Ave (NB),0.028,15.0
Wednesday,20:00,East Residential,15th Ave (NB),0.019,15.0
Wednesday,20:00,East Residential,18th Ave (NB),0.0,15.0
Wednesday,20:00,East Residential,Alden Ave (NB),0.092,15.0
Wednesday,20:00,East Residential,Maynard Ave (NB),0.073,15.0
Wednesday,20:00,East Residential,Tompkins St (SB),0.072,15.0
Wednesday,20:00,East Residential,Maynard Ave (SB),0.052,15.0
Wednesday,20:00,East Residential,Alden Ave (SB),0.163,15.0
Wednesday,20:00,East Residential,Lane Ave (SB),0.051,15.0
Wednesday,20:00,East Residential,18th Ave (SB),0.033,15.0
Wednesday,20:00,East Residential,15th Ave (SB),0.15,15.0
Wednesday,20:00,East Residential,Chittenden Ave (SB),0.16,15.0
Wednesday,20:00,East Residential,Indianola Ave (WB),0.094,15.0
Wednesday,20:00,East Residential,11th & High (WB),0.0,15.0
Wednesday,20:00,East Residential,Ohio Union (NB),0.036,15.0
Wednesday,20:00,East Residential,Arps Hall (NB),0.108,15.0
Wednesday,20:00,Med Center,Carmack 2 (SB),0.08,10.0
Wednesday,20:00,Med Center,Carmack 3 (NB),0.175,10.0
Wednesday,20:00,Med Center,Carmack 5 (NB),0.0,10.0
Wednesday,20:00,Med Center,Carmack 5 (SB),0.122,10.0
Wednesday,20:00,Med Center,Herrick Drive Transit Hub (NB),0.041,10.0
Wednesday,20:00,Northwest Connector,Stores & Receiving (SB),0.141,30.0
Wednesday,20:00,Northwest Connector,Service Annex (WB),0.059,30.0
Wednesday,20:00,Northwest Connector,Mount Hall (EB),0.126,30.0
Wednesday,20:00,Northwest Connector,Blankenship Hall (EB),0.027,30.0
Wednesday,20:00,Northwest Connector,Midwest Campus (EB),0.0,30.0
Wednesday,20:00,Northwest Connector,Mid Towers (SB),0.0,30.0
Wednesday,20:00,Northwest Connector,Herrick Drive Transit Hub (NB),0.029,30.0
Wednesday,20:00,Northwest Connector,Mid Towers (NB),0.003,30.0
Wednesday,20:00,Northwest Connector,Midwest Campus (WB),0.135,30.0
Wednesday,20:00,Northwest Connector,Fisher Commons (NB),0.142,30.0
Wednesday,21:00,Campus Connector,Mount Hall (WB),0.118,15.0
Wednesday,21:00,Campus Connector,Carmack 5 (NB),0.041,15.0
Wednesday,21:00,Campus Connector,Carmack 5 (SB),0.097,15.0
Wednesday,21:00,Campus Connector,Research Center (SB),0.064,15.0
Wednesday,21:00,Campus Connector,Kinnear Rd Lot (EB),0.194,15.0
Wednesday,21:00,Campus Connector,Blankenship Hall (EB),0.127,15.0
Wednesday,21:00,Campus Connector,Midwest Campus (EB),0.138,15.0
Wednesday,21:00,Campus Connector,St. John Arena (EB),0.085,15.0
Wednesday,21:00,Campus Connector,Fontana Lab (EB),0.0,15.0
Wednesday,21:00,Campus Connector,Stillman Hall (SB),0.064,15.0
Wednesday,21:00,Campus Connector,Ohio Union (SB),0.043,15.0
Wednesday,21:00,Campus Connector,Siebert Hall (WB),0.132,15.0
Wednesday,21:00,Campus Connector,Mack Hall (NB),0.115,15.0
Wednesday,21:00,Campus Connector,Herrick Drive Transit Hub (NB),0.061,15.0
Wednesday,21:00,Campus Connector,11th & Worthington (EB),0.085,15.0
Wednesday,21:00,Campus Connector,Ohio Union (NB),0.202,15.0
Wednesday,21:00,Campus Connector,Arps Hall (NB),0.049,15.0
Wednesday,21:00,Campus Connector,Blackburn House (WB),0.05,15.0
Wednesday,21:00,Campus Connector,Mason Hall (WB),0.09,15.0
Wednesday,21:00,Campus Connector,St. John Arena (WB),0.061,15.0
Wednesday,21:00,Campus Connector,Midwest Campus (WB),0.076,15.0
Wednesday,21:00,Campus Loop South,Buckeye Lot (SB),0.114,30.0
Wednesday,21:00,Campus Loop South,Midwest Campus (EB),0.188,30.0
Wednesday,21:00,Campus Loop South,Mid Towers (SB),0.0,30.0
Wednesday,21:00,Campus Loop South,Herrick Drive Transit Hub (NB),0.085,30.0
Wednesday,21:00,Campus Loop South,11th & Worthington (EB),0.09,30.0
Wednesday,21:00,Campus Loop South,Ohio Union (NB),0.083,30.0
Wednesday,21:00,Campus Loop South,Arps Hall (NB),0.077,30.0
Wednesday,21:00,Campus Loop South,Blackburn House (WB),0.067,30.0
Wednesday,21:00,Campus Loop South,Mason Hall (WB),0.147,30.0
Wednesday,21:00,Campus Loop South,St. John Arena (WB),0.057,30.0
Wednesday,21:00,Campus Loop South,Midwest Campus (WB),0.076,30.0
Wednesday,21:00,Campus Loop South,Fred Taylor & Schottenstein Dr (NB),0.082,30.0
Wednesday,21:00,Buckeye Express,Buckeye Lot (SB),0.098,15.0
Wednesday,21:00,Buckeye Express,Midwest Campus (EB),0.084,15.0
Wednesday,21:00,Buckeye Express,St. John Arena (EB),0.156,15.0
Wednesday,21:00,Buckeye Express,Knowlton Hall (EB),0.097,15.0
Wednesday,21:00,Buckeye Express,Fontana Lab (EB),0.109,15.0
Wednesday,21:00,Buckeye Express,High St & 15th Ave (SB),0.096,15.0
Wednesday,21:00,Buckeye Express,Ohio Union (NB),0.039,15.0
Wednesday,21:00,Buckeye Express,Arps Hall (NB),0.049,15.0
Wednesday,21:00,Buckeye Express,Blackburn House (WB),0.035,15.0
Wednesday,21:00,Buckeye Express,Mason Hall (WB),0.109,15.0
Wednesday,21:00,Buckeye Express,St. John Arena (WB),0.053,15.0
Wednesday,21:00,Buckeye Express,Midwest Campus (WB),0.03,15.0
Wednesday,21:00,Buckeye Express,Fred Taylor & Schottenstein Dr (NB),0.106,15.0
Wednesday,21:00,East Residential,High St & 15th Ave (SB),0.103,15.0
Wednesday,21:00,East Residential,11th & High (EB),0.0,15.0
Wednesday,21:00,East Residential,Indianola Ave (EB),0.175,15.0
Wednesday,21:00,East Residential,Chittenden Ave (NB),0.076,15.0
Wednesday,21:00,East Residential,15th Ave (NB),0.069,15.0
Wednesday,21:00,East Residential,18th Ave (NB),0.14,15.0
Wednesday,21:00,East Residential,Alden Ave (NB),0.08,15.0
Wednesday,21:00,East Residential,Maynard Ave (NB),0.04,15.0
Wednesday,21:00,East Residential,Tompkins St (SB),0.209,15.0
Wednesday,21:00,East Residential,Maynard Ave (SB),0.013,15.0
Wednesday,21:00,East Residential,Alden Ave (SB),0.071,15.0
Wednesday,21:00,East Residential,Lane Ave (SB),0.127,15.0
Wednesday,21:00,East Residential,18th Ave (SB),0.012,15.0
Wednesday,21:00,East Residential,15th Ave (SB),0.07,15.0
Wednesday,21:00,East Residential,Chittenden Ave (SB),0.098,15.0
Wednesday,21:00,East Residential,Indianola Ave (WB),0.218,15.0
Wednesday,21:00,East Residential,11th & High (WB),0.02,15.0
Wednesday,21:00,East Residential,Ohio Union (NB),0.069,15.0
Wednesday,21:00,East Residential,Arps Hall (NB),0.111,15.0
Wednesday,21:00,Med Center,Carmack 2 (SB),0.084,10.0
Wednesday,21:00,Med Center,Carmack 3 (NB),0.009,10.0
Wednesday,21:00,Med Center,Carmack 5 (NB),0.107,10.0
Wednesday,21:00,Med Center,Carmack 5 (SB),0.088,10.0
Wednesday,21:00,Med Center,Herrick Drive Transit Hub (NB),0.105,10.0
Wednesday,21:00,Northwest Connector,Stores & Receiving (SB),0.13,30.0
Wednesday,21:00,Northwest Connector,Service Annex (WB),0.124,30.0
Wednesday,21:00,Northwest Connector,Mount Hall (EB),0.089,30.0
Wednesday,21:00,Northwest Connector,Blankenship Hall (EB),0.084,30.0
Wednesday,21:00,Northwest Connector,Midwest Campus (EB),0.0,30.0
Wednesday,21:00,Northwest Connector,Mid Towers (SB),0.058,30.0
Wednesday,21:00,Northwest Connector,Herrick Drive Transit Hub (NB),0.079,30.0
Wednesday,21:00,Northwest Connector,Mid Towers (NB),0.04,30.0
Wednesday,21:00,Northwest Connector,Midwest Campus (WB),0.069,30.0
Wednesday,21:00,Northwest Connector,Fisher Commons (NB),0.012,30.0
Wednesday,22:00,Med Center,Carmack 2 (SB),0.171,5.0
Wednesday,22:00,Med Center,Carmack 3 (NB),0.211,5.0
Wednesday,22:00,Med Center,Carmack 5 (NB),0.059,5.0
Wednesday,22:00,Med Center,Carmack 5 (SB),0.106,5.0
Wednesday,22:00,Med Center,Herrick Drive Transit Hub (NB),0.065,5.0
Thursday,08:00,Campus Connector,Mount Hall (WB),0.887,10.0
Thursday,08:00,Campus Connector,Carmack 5 (NB),0.849,10.0
Thursday,08:00,Campus Connector,Carmack 5 (SB),0.838,10.0
Thursday,08:00,Campus Connector,Research Center (SB),0.83,10.0
Thursday,08:00,Campus Connector,Kinnear Rd Lot (EB),0.86,10.0
Thursday,08:00,Campus Connector,Blankenship Hall (EB),0.8,10.0
Thursday,08:00,Campus Connector,Midwest Campus (EB),0.908,10.0
Thursday,08:00,Campus Connector,St. John Arena (EB),0.83,10.0
Thursday,08:00,Campus Connector,Fontana Lab (EB),0.909,10.0
Thursday,08:00,Campus Connector,Stillman Hall (SB),0.887,10.0
Thursday,08:00,Campus Connector,Ohio Union (SB),0.946,10.0
Thursday,08:00,Campus Connector,Siebert Hall (WB),0.878,10.0
Thursday,08:00,Campus Connector,Mack Hall (NB),0.938,10.0
